gbifID,license,modified,references,rightsHolder,institutionCode,collectionCode,datasetName,basisOfRecord,informationWithheld,caste,vitality,occurrenceStatus,eventDate,eventTime,month,verbatimEventDate,continent,countryCode,stateProvince,verbatimLocality,latitude,longitude,coordinateUncertaintyInMeters,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,kingdom,phylum,class,order,family,genus,genericName,specificEpithet,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,iucnRedListCategory,format,identifier,references_2,created
4465760823,CC_BY_NC_4_0,2023/12/10 19:30:51+00,https://www.inaturalist.org/observations/193608670,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608670,193608670,PRESENT,2023/12/09,08:28:49,12,2023-12-09 08:28:49-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.806113,-118.204645,4,433955819,,,,aburquiz,,2023/12/10,,,,6930,,,,,,,,"Anas platyrhynchos Linnaeus, 1758",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas,platyrhynchos,StillImage,true,false,9761484,9761484,1,44,212,1108,2986,2498056,9761484,Anas platyrhynchos,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340127358/original.jpg,https://www.inaturalist.org/photos/340127358,2023/12/09 16:28:49+00
4465747736,CC_BY_NC_4_0,2023/12/10 19:26:34+00,https://www.inaturalist.org/observations/193607845,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193607845,193607845,PRESENT,2023/12/07,14:31:56,12,2023-12-07 14:31:56-08:00,NORTH_AMERICA,US,California,"Holly Ave, Long Beach, CA, US",33.844545,-118.202317,4,433953709,,,,aburquiz,,2023/12/10,,,,4956,,,,,,,,"Ardea herodias Linnaeus, 1758",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea,herodias,StillImage,true,false,9630752,9630752,1,44,212,7190953,3685,2480922,9630752,Ardea herodias,"Ardea herodias Linnaeus, 1758",Ardea herodias,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340125760/original.jpg,https://www.inaturalist.org/photos/340125760,2023/12/07 22:31:56+00
4465736822,CC_BY_NC_4_0,2023/12/10 16:31:41+00,https://www.inaturalist.org/observations/193608945,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608945,193608945,PRESENT,2023/12/09,10:04:55,12,2023-12-09 10:04:55-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.802078,-118.204505,3,433956495,,,,aburquiz,,2023/12/10,,,,4956,,,,,,,,"Ardea herodias Linnaeus, 1758",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea,herodias,StillImage,true,false,9630752,9630752,1,44,212,7190953,3685,2480922,9630752,Ardea herodias,"Ardea herodias Linnaeus, 1758",Ardea herodias,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340127739/original.jpg,https://www.inaturalist.org/photos/340127739,2023/12/09 18:04:55+00
4465730840,CC_BY_NC_4_0,2023/12/10 19:27:11+00,https://www.inaturalist.org/observations/193608023,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608023,193608023,PRESENT,2023/12/07,14:39:35,12,2023-12-07 14:39:35-08:00,NORTH_AMERICA,US,California,"Holly Ave, Long Beach, CA, US",33.842183,-118.202583,4,433954234,,,,aburquiz,,2023/12/10,,,,6930,,,,,,,,"Anas platyrhynchos Linnaeus, 1758",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas,platyrhynchos,StillImage,true,false,9761484,9761484,1,44,212,1108,2986,2498056,9761484,Anas platyrhynchos,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340126243/original.jpg,https://www.inaturalist.org/photos/340126243,2023/12/07 22:39:35+00
4465714872,CC_BY_NC_4_0,2023/12/10 18:34:32+00,https://www.inaturalist.org/observations/193608219,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608219,193608219,PRESENT,2023/12/07,14:54:29,12,2023-12-07 14:54:29-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.836538,-118.203087,4,433954653,,,,aburquiz,,2023/12/10,,,,485176,,,,,,,,"Mareca americana (J.F.Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,Mareca,americana,StillImage,true,false,2498155,2498155,1,44,212,1108,2986,2498314,2498155,Mareca americana,"Mareca americana (J.F.Gmelin, 1789)",Mareca americana,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340126693/original.jpg,https://www.inaturalist.org/photos/340126693,2023/12/07 22:54:29+00
4465694694,CC_BY_NC_4_0,2023/12/10 06:22:01+00,https://www.inaturalist.org/observations/193572421,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193572421,193572421,PRESENT,2023/12/07,14:26:12,12,2023-12-07 14:26:12-08:00,NORTH_AMERICA,US,California,"Holly Ave, Long Beach, CA, US",33.845638,-118.202317,3,433857994,,,,aburquiz,,2023/12/10,,,,17013,,,,,,,,"Sayornis nigricans (Swainson, 1827)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,Sayornis,nigricans,StillImage,true,false,2483612,2483612,1,44,212,729,5291,2483605,2483612,Sayornis nigricans,"Sayornis nigricans (Swainson, 1827)",Sayornis nigricans,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340057697/original.jpg,https://www.inaturalist.org/photos/340057697,2023/12/07 22:26:12+00
4465526773,CC_BY_NC_4_0,2023/12/10 19:27:17+00,https://www.inaturalist.org/observations/193608052,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608052,193608052,PRESENT,2023/12/07,14:44:08,12,2023-12-07 14:44:08-08:00,NORTH_AMERICA,US,California,"Holly Ave, Long Beach, CA, US",33.840797,-118.202628,4,433954319,,,,aburquiz,,2023/12/10,,,,4940,,,,,,,,"Egretta thula (Molina, 1782)",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta,thula,StillImage,true,false,2480873,2480873,1,44,212,7190953,3685,2480872,2480873,Egretta thula,"Egretta thula (Molina, 1782)",Egretta thula,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340126373/original.jpg,https://www.inaturalist.org/photos/340126373,2023/12/07 22:44:08+00
4465523825,CC_BY_NC_4_0,2025/08/16 05:42:44+00,https://www.inaturalist.org/observations/193608611,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608611,193608611,PRESENT,2023/12/09,08:24:43,12,2023-12-09 08:24:43-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.806175,-118.204675,4,433955628,,,,aburquiz,,2023/12/10,,,,4836,,,,,,,,"Himantopus mexicanus (P.L.S.Müller, 1776)",Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,Himantopus,mexicanus,StillImage,true,false,5229128,5229128,1,44,212,7192402,4287244,2480217,5229128,Himantopus mexicanus,"Himantopus mexicanus (P.L.S.Müller, 1776)",Himantopus mexicanus,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340127294/original.jpg,https://www.inaturalist.org/photos/340127294,2023/12/09 16:24:43+00
4465516729,CC_BY_NC_4_0,2023/12/10 17:11:26+00,https://www.inaturalist.org/observations/193608189,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608189,193608189,PRESENT,2023/12/07,14:50:48,12,2023-12-07 14:50:48-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.838895,-118.20295,4,433961314,,,,Joel Gilb,,2023/12/10,,,,1454382,,,,,,,,"Nannopterum auritum (R.P.Lesson, 1831)",Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Nannopterum,auritum,StillImage,true,false,9275717,2481875,1,44,212,7192775,5268,2481854,2481875,Phalacrocorax auritus,"Phalacrocorax auritus (Lesson, 1831)",Nannopterum auritum,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340126541/original.jpg,https://www.inaturalist.org/photos/340126541,2023/12/07 22:50:48+00
4465513732,CC_BY_NC_4_0,2023/12/11 14:50:20+00,https://www.inaturalist.org/observations/193608701,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608701,193608701,PRESENT,2023/12/09,08:50:38,12,2023-12-09 08:50:38-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.806145,-118.20465,4,433955952,,,,aburquiz,,2023/12/10,,,,4885,,,,,,,,"Recurvirostra americana J.F.Gmelin, 1789",Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,Recurvirostra,americana,StillImage,true,false,2480258,2480258,1,44,212,7192402,4287244,2480255,2480258,Recurvirostra americana,"Recurvirostra americana J.F.Gmelin, 1789",Recurvirostra americana,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340127419/original.jpg,https://www.inaturalist.org/photos/340127419,2023/12/09 16:50:38+00
4465512806,CC_BY_NC_4_0,2023/12/10 19:31:19+00,https://www.inaturalist.org/observations/193608720,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608720,193608720,PRESENT,2023/12/09,09:19:03,12,2023-12-09 09:19:03-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.805142,-118.204605,3,433956000,,,,aburquiz,,2023/12/10,,,,4328,,,,,,,,"Pelecanus occidentalis Linnaeus, 1766",Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus,occidentalis,StillImage,true,false,5229158,5229158,1,44,212,7190953,9329,10650925,5229158,Pelecanus occidentalis,"Pelecanus occidentalis Linnaeus, 1766",Pelecanus occidentalis,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340127450/original.jpg,https://www.inaturalist.org/photos/340127450,2023/12/09 17:19:03+00
4465508778,CC_BY_NC_4_0,2023/12/11 18:54:55+00,https://www.inaturalist.org/observations/193607923,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193607923,193607923,PRESENT,2023/12/07,14:37:57,12,2023-12-07 14:37:57-08:00,NORTH_AMERICA,US,California,"Holly Ave, Long Beach, CA, US",33.842495,-118.202513,4,434117513,,,,Brian A.,,2023/12/11,,,All of 'em,51271,,,,,,,,"Trachemys scripta elegans (Wied, 1838)",Animalia,Chordata,Testudines,,Emydidae,Trachemys,Trachemys,scripta,StillImage,true,false,6157026,6157026,1,44,11418114,,5465,2442941,2443002,Trachemys scripta,"Trachemys scripta elegans (Wied, 1838)",Trachemys scripta elegans,https://www.inaturalist.org/projects/tracking-invasive-red-eared-sliders,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340125940/original.jpg,https://www.inaturalist.org/photos/340125940,2023/12/07 22:37:57+00
4465499585,CC_BY_NC_4_0,2023/12/09 23:02:42+00,https://www.inaturalist.org/observations/193530248,J Elrich,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193530248,193530248,PRESENT,2023/12/09,13:17:10,12,2023-12-09 13:17:10,NORTH_AMERICA,US,California,"Los Cerritos, Long Beach, CA, USA",33.836525,-118.203067,,433757774,,,,J Elrich,,2023/12/09,,,,485176,,,,,,,,"Mareca americana (J.F.Gmelin, 1789)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,Mareca,americana,StillImage,true,false,2498155,2498155,1,44,212,1108,2986,2498314,2498155,Mareca americana,"Mareca americana (J.F.Gmelin, 1789)",Mareca americana,https://www.inaturalist.org/projects/long-beach-biodiversity;https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/339976071/original.jpeg,https://www.inaturalist.org/photos/339976071,2023/12/09 21:17:10+00
4465496787,CC_BY_NC_4_0,2023/12/10 19:31:39+00,https://www.inaturalist.org/observations/193608922,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608922,193608922,PRESENT,2023/12/09,09:40:29,12,2023-12-09 09:40:29-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.803555,-118.204553,3,433956427,,,,aburquiz,,2023/12/10,,,,4956,,,,,,,,"Ardea herodias Linnaeus, 1758",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea,herodias,StillImage,true,false,9630752,9630752,1,44,212,7190953,3685,2480922,9630752,Ardea herodias,"Ardea herodias Linnaeus, 1758",Ardea herodias,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340127684/original.jpg,https://www.inaturalist.org/photos/340127684,2023/12/09 17:40:29+00
4465490788,CC_BY_NC_4_0,2023/12/11 04:56:49+00,https://www.inaturalist.org/observations/193607981,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193607981,193607981,PRESENT,2023/12/07,14:38:45,12,2023-12-07 14:38:45-08:00,NORTH_AMERICA,US,California,"Holly Ave, Long Beach, CA, US",33.842362,-118.20253,3,433954088,,,,aburquiz,,2023/12/10,,,,54999,,,,,,,,Eriogonum fasciculatum Benth.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,Eriogonum,fasciculatum,StillImage,true,false,2889433,2889433,6,7707728,220,422,2416,8381158,2889433,Eriogonum fasciculatum,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340126117/original.jpg,https://www.inaturalist.org/photos/340126117,2023/12/07 22:38:45+00
4465488750,CC_BY_NC_4_0,2023/12/10 18:40:59+00,https://www.inaturalist.org/observations/193607792,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193607792,193607792,PRESENT,2023/12/07,14:29:44,12,2023-12-07 14:29:44-08:00,NORTH_AMERICA,US,California,"Holly Ave, Long Beach, CA, US",33.845172,-118.202295,3,433954061,,,,Ben Meredyk,,2023/12/10,,,,145310,,,,,,,,"Spinus tristis (Linnaeus, 1758)",Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus,tristis,StillImage,true,false,5231640,5231640,1,44,212,729,5242,8051475,5231640,Spinus tristis,"Spinus tristis (Linnaeus, 1758)",Spinus tristis,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340125638/original.jpg,https://www.inaturalist.org/photos/340125638,2023/12/07 22:29:44+00
4465486816,CC_BY_NC_4_0,2023/12/10 21:06:43+00,https://www.inaturalist.org/observations/193607867,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193607867,193607867,PRESENT,2023/12/07,14:34:21,12,2023-12-07 14:34:21-08:00,NORTH_AMERICA,US,California,"Holly Ave, Long Beach, CA, US",33.844108,-118.202408,4,433953769,,,,aburquiz,,2023/12/10,,,,473,,,,,,,,"Fulica americana Gmelin, 1789",Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica,americana,StillImage,true,false,2474393,2474393,1,44,212,1493,9342,2474376,2474393,Fulica americana,"Fulica americana Gmelin, 1789",Fulica americana,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340125832/original.jpg,https://www.inaturalist.org/photos/340125832,2023/12/07 22:34:21+00
4465485807,CC_BY_NC_4_0,2023/12/11 18:33:10+00,https://www.inaturalist.org/observations/193608708,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608708,193608708,PRESENT,2023/12/09,09:14:02,12,2023-12-09 09:14:02-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.805575,-118.204588,3,433955977,,,,aburquiz,,2023/12/10,,,,144537,,,,,,,,"Hydroprogne caspia (Pallas, 1770)",Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,Hydroprogne,caspia,StillImage,true,false,2481236,2481236,1,44,212,7192402,9316,2481219,2481236,Hydroprogne caspia,"Hydroprogne caspia (Pallas, 1770)",Hydroprogne caspia,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340127435/original.jpg,https://www.inaturalist.org/photos/340127435,2023/12/09 17:14:02+00
4465484733,CC_BY_NC_4_0,2023/12/10 18:28:46+00,https://www.inaturalist.org/observations/193608933,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608933,193608933,PRESENT,2023/12/09,09:48:53,12,2023-12-09 09:48:53-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.803378,-118.204522,4,433956449,,,,aburquiz,,2023/12/10,,,,7056,,,,,,,,"Aythya americana (Eyton, 1838)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya,americana,StillImage,true,false,2498263,2498263,1,44,212,1108,2986,2498254,2498263,Aythya americana,"Aythya americana (Eyton, 1838)",Aythya americana,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340127704/original.jpg,https://www.inaturalist.org/photos/340127704,2023/12/09 17:48:53+00
4465476787,CC_BY_NC_4_0,2023/12/10 19:31:28+00,https://www.inaturalist.org/observations/193608836,aburquiz,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193608836,193608836,PRESENT,2023/12/09,09:40:33,12,2023-12-09 09:40:33-08:00,NORTH_AMERICA,US,California,"Los Angeles River Bicycle Trail, Long Beach, CA, US",33.80355,-118.204537,3,433956248,,,,aburquiz,,2023/12/10,,,,4334,,,,,,,,"Pelecanus erythrorhynchos Gmelin, 1789",Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus,erythrorhynchos,StillImage,true,false,5229155,5229155,1,44,212,7190953,9329,10650925,5229155,Pelecanus erythrorhynchos,"Pelecanus erythrorhynchos Gmelin, 1789",Pelecanus erythrorhynchos,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,LATIN_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/340127605/original.jpg,https://www.inaturalist.org/photos/340127605,2023/12/09 17:40:33+00
4458736164,CC_BY_NC_4_0,2023/12/04 14:45:33+00,https://www.inaturalist.org/observations/193006026,Christine Jacobs,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193006026,193006026,PRESENT,2023/11/24,10:51:00,11,2023/11/24 10:51 AM,NORTH_AMERICA,US,California,"Long Beach, CA, USA",33.804141,-118.205649,571,432178861,,,,Christine Jacobs,,2023/12/04,,,,4756,,,,,,,,"Cathartes aura (Linnaeus, 1758)",Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,Cathartes,aura,StillImage,true,false,2481930,2481930,1,44,212,7191147,3242141,2481927,2481930,Cathartes aura,"Cathartes aura (Linnaeus, 1758)",Cathartes aura,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/338953313/original.jpg,https://www.inaturalist.org/photos/338953313,2023/11/24 18:51:15+00
4458712132,CC_BY_NC_4_0,2023/12/04 05:05:26+00,https://www.inaturalist.org/observations/193006031,Christine Jacobs,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193006031,193006031,PRESENT,2023/12/01,10:09:00,12,2023/12/01 10:09 AM,NORTH_AMERICA,US,California,"Long Beach, CA, USA",33.819339,-118.205405,189,432178867,,,,Christine Jacobs,,2023/12/04,,,,144502,,,,,,,,"Chroicocephalus philadelphia (Ord, 1815)",Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus,philadelphia,StillImage,true,false,6065818,6065818,1,44,212,7192402,9316,4848452,6065818,Chroicocephalus philadelphia,"Chroicocephalus philadelphia (Ord, 1815)",Chroicocephalus philadelphia,https://www.inaturalist.org/projects/gull-watchers;https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/338953336/original.jpg,https://www.inaturalist.org/photos/338953336,2023/12/01 18:09:39+00
4458705447,CC_BY_NC_4_0,2023/12/02 03:56:46+00,https://www.inaturalist.org/observations/192781742,Grigory Heaton,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/192781742,192781742,PRESENT,2023/12/01,11:33:00,12,2023/12/01 11:33 AM,NORTH_AMERICA,US,California,"Long Beach, CA, USA",33.8031,-118.205512,19,431574053,,,,Grigory Heaton,,2023/12/02,,,,16787,,,,,,,,"Tyrannus melancholicus Vieillot, 1819",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,Tyrannus,melancholicus,StillImage,true,false,5229662,5229662,1,44,212,729,5291,2483336,5229662,Tyrannus melancholicus,"Tyrannus melancholicus Vieillot, 1819",Tyrannus melancholicus,https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/338504879/original.jpg,https://www.inaturalist.org/photos/338504879,2023/12/01 19:33:02+00
4458490217,CC_BY_NC_4_0,2024/12/07 00:13:05+00,https://www.inaturalist.org/observations/193006032,Christine Jacobs,iNaturalist,Observations,iNaturalist research-grade observations,HUMAN_OBSERVATION,,https://www.inaturalist.org/observations/193006032,193006032,PRESENT,2023/12/01,10:10:00,12,2023/12/01 10:10 AM,NORTH_AMERICA,US,California,"Long Beach, CA, USA",33.81964,-118.205594,170,571622089,,,,Christine Jacobs,,2024/12/07,,,,1578489,,,,,,,,"Larus smithsonianus Coues, 1862",Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus,smithsonianus,StillImage,true,false,4848480,4848480,1,44,212,7192402,9316,2481126,4848480,Larus smithsonianus,"Larus smithsonianus Coues, 1862",Larus smithsonianus,https://www.inaturalist.org/projects/gull-watchers;https://www.inaturalist.org/projects/california-birds,false,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,LC,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/338953347/original.jpg,https://www.inaturalist.org/photos/338953347,2023/12/01 18:10:36+00
